index,Region,Country,Year,Age,Gender,Literacy rate
887,Eastern and South-Eastern Asia,Viet Nam,2018,65+,female,0.8031185999999999
888,Eastern and South-Eastern Asia,Viet Nam,2018,65+,male,0.9449479
889,Eastern and South-Eastern Asia,Viet Nam,2018,65+,total,0.8584296999999999
890,Europe and Northern America,Albania,2011,15+,female,0.9569148
891,Europe and Northern America,Albania,2011,15+,male,0.9800816
892,Europe and Northern America,Albania,2011,15+,total,0.968453
893,Europe and Northern America,Albania,2011,15-24,female,0.9885624
894,Europe and Northern America,Albania,2011,15-24,male,0.9873136
895,Europe and Northern America,Albania,2011,15-24,total,0.9879119
896,Europe and Northern America,Albania,2011,25-64,female,0.985291
897,Europe and Northern America,Albania,2011,25-64,male,0.9869613
898,Europe and Northern America,Albania,2011,25-64,total,0.9861158
899,Europe and Northern America,Albania,2011,65+,female,0.7932744999999999
900,Europe and Northern America,Albania,2011,65+,male,0.9378969
901,Europe and Northern America,Albania,2011,65+,total,0.8629597
902,Europe and Northern America,Albania,2012,15+,female,0.9613607
903,Europe and Northern America,Albania,2012,15+,male,0.9835261
904,Europe and Northern America,Albania,2012,15+,total,0.9724697
905,Europe and Northern America,Albania,2012,15-24,female,0.9902019
906,Europe and Northern America,Albania,2012,15-24,male,0.9937598
907,Europe and Northern America,Albania,2012,15-24,total,0.992314
908,Europe and Northern America,Albania,2012,25-64,female,0.9881971
909,Europe and Northern America,Albania,2012,25-64,male,0.9901541
910,Europe and Northern America,Albania,2012,25-64,total,0.989171
911,Europe and Northern America,Albania,2012,65+,female,0.8388708
912,Europe and Northern America,Albania,2012,65+,male,0.9199064
913,Europe and Northern America,Albania,2012,65+,total,0.8691226
914,Europe and Northern America,Albania,2018,15+,female,0.9776112
915,Europe and Northern America,Albania,2018,15+,male,0.9851362
916,Europe and Northern America,Albania,2018,15+,total,0.9814115
917,Europe and Northern America,Albania,2018,15-24,female,0.9963
918,Europe and Northern America,Albania,2018,15-24,male,0.9905
919,Europe and Northern America,Albania,2018,15-24,total,0.9933
920,Europe and Northern America,Albania,2018,25-64,female,0.9884535
921,Europe and Northern America,Albania,2018,25-64,male,0.992121
922,Europe and Northern America,Albania,2018,25-64,total,0.9903126
923,Europe and Northern America,Albania,2018,65+,female,0.9181642
924,Europe and Northern America,Albania,2018,65+,male,0.9501833
925,Europe and Northern America,Albania,2018,65+,total,0.9335639
926,Europe and Northern America,Belarus,2018,15+,female,0.9972518
927,Europe and Northern America,Belarus,2018,15+,male,0.9979398
928,Europe and Northern America,Belarus,2018,15+,total,0.9975656
929,Europe and Northern America,Belarus,2018,15-24,female,0.9987
930,Europe and Northern America,Belarus,2018,15-24,male,0.9983
931,Europe and Northern America,Belarus,2018,15-24,total,0.9985
932,Europe and Northern America,Belarus,2018,25-64,female,0.9984331
933,Europe and Northern America,Belarus,2018,25-64,male,0.9979468
934,Europe and Northern America,Belarus,2018,25-64,total,0.9982
935,Europe and Northern America,Belarus,2018,65+,female,0.9929602
936,Europe and Northern America,Belarus,2018,65+,male,0.9974975
937,Europe and Northern America,Belarus,2018,65+,total,0.9944392
938,Europe and Northern America,Bosnia and Herzegovina,2011,15+,female,0.9680371
939,Europe and Northern America,Bosnia and Herzegovina,2011,15+,male,0.9954133
940,Europe and Northern America,Bosnia and Herzegovina,2011,15+,total,0.9814204
941,Europe and Northern America,Bosnia and Herzegovina,2011,15-24,female,0.9915044
942,Europe and Northern America,Bosnia and Herzegovina,2011,15-24,male,0.9975125
943,Europe and Northern America,Bosnia and Herzegovina,2011,15-24,total,0.9946231
944,Europe and Northern America,Bosnia and Herzegovina,2011,25-64,female,0.9736727
945,Europe and Northern America,Bosnia and Herzegovina,2011,25-64,male,0.9954611
946,Europe and Northern America,Bosnia and Herzegovina,2011,25-64,total,0.9844997
947,Europe and Northern America,Bosnia and Herzegovina,2011,65+,female,0.9174309
948,Europe and Northern America,Bosnia and Herzegovina,2011,65+,male,0.9912463
949,Europe and Northern America,Bosnia and Herzegovina,2011,65+,total,0.9473817
950,Europe and Northern America,Bosnia and Herzegovina,2013,15+,female,0.9491049
951,Europe and Northern America,Bosnia and Herzegovina,2013,15+,male,0.9917628
952,Europe and Northern America,Bosnia and Herzegovina,2013,15+,total,0.9699177
953,Europe and Northern America,Bosnia and Herzegovina,2013,15-24,female,0.9966747
954,Europe and Northern America,Bosnia and Herzegovina,2013,15-24,male,0.9965765
955,Europe and Northern America,Bosnia and Herzegovina,2013,15-24,total,0.9966243
956,Europe and Northern America,Bosnia and Herzegovina,2013,25-64,female,0.9858401
957,Europe and Northern America,Bosnia and Herzegovina,2013,25-64,male,0.9950197
958,Europe and Northern America,Bosnia and Herzegovina,2013,25-64,total,0.9904176
959,Europe and Northern America,Bosnia and Herzegovina,2013,65+,female,0.7810755
960,Europe and Northern America,Bosnia and Herzegovina,2013,65+,male,0.9702527
961,Europe and Northern America,Bosnia and Herzegovina,2013,65+,total,0.8603942000000001
962,Europe and Northern America,Bulgaria,2011,15+,female,0.979839
963,Europe and Northern America,Bulgaria,2011,15+,male,0.9874723
964,Europe and Northern America,Bulgaria,2011,15+,total,0.9835245
965,Europe and Northern America,Bulgaria,2011,15-24,female,0.9765106
966,Europe and Northern America,Bulgaria,2011,15-24,male,0.9806693
967,Europe and Northern America,Bulgaria,2011,15-24,total,0.9786505
968,Europe and Northern America,Bulgaria,2011,25-64,female,0.9853264
969,Europe and Northern America,Bulgaria,2011,25-64,male,0.9892084
970,Europe and Northern America,Bulgaria,2011,25-64,total,0.9872714
971,Europe and Northern America,Bulgaria,2011,65+,female,0.9674603999999998
972,Europe and Northern America,Bulgaria,2011,65+,male,0.9864129
973,Europe and Northern America,Bulgaria,2011,65+,total,0.9751726
974,Europe and Northern America,Croatia,2011,15+,female,0.9866591
975,Europe and Northern America,Croatia,2011,15+,male,0.9962971
976,Europe and Northern America,Croatia,2011,15+,total,0.9912536
977,Europe and Northern America,Croatia,2011,15-24,female,0.9973572
978,Europe and Northern America,Croatia,2011,15-24,male,0.9971204
979,Europe and Northern America,Croatia,2011,15-24,total,0.9972363
980,Europe and Northern America,Croatia,2011,25-64,female,0.9958874
981,Europe and Northern America,Croatia,2011,25-64,male,0.996995
982,Europe and Northern America,Croatia,2011,25-64,total,0.9964379
983,Europe and Northern America,Croatia,2011,65+,female,0.9571671
984,Europe and Northern America,Croatia,2011,65+,male,0.9928057
985,Europe and Northern America,Croatia,2011,65+,total,0.9710822
986,Europe and Northern America,Estonia,2011,15+,female,0.9990948
987,Europe and Northern America,Estonia,2011,15+,male,0.9985898
988,Europe and Northern America,Estonia,2011,15+,total,0.9988579
989,Europe and Northern America,Estonia,2011,15-24,female,0.9995904
990,Europe and Northern America,Estonia,2011,15-24,male,0.9993924
991,Europe and Northern America,Estonia,2011,15-24,total,0.999489
992,Europe and Northern America,Estonia,2011,25-64,female,0.9989544
993,Europe and Northern America,Estonia,2011,25-64,male,0.9983261
994,Europe and Northern America,Estonia,2011,25-64,total,0.9986562
995,Europe and Northern America,Estonia,2011,65+,female,0.9967288
996,Europe and Northern America,Estonia,2011,65+,male,0.9980015
997,Europe and Northern America,Estonia,2011,65+,total,0.9972036
998,Europe and Northern America,Greece,2011,15+,female,0.9650211
999,Europe and Northern America,Greece,2011,15+,male,0.9828216
1000,Europe and Northern America,Greece,2011,15+,total,0.9736874
1001,Europe and Northern America,Greece,2011,15-24,female,0.9890698
1002,Europe and Northern America,Greece,2011,15-24,male,0.9872913
1003,Europe and Northern America,Greece,2011,15-24,total,0.9881486
1004,Europe and Northern America,Greece,2011,25-64,female,0.9888854
1005,Europe and Northern America,Greece,2011,25-64,male,0.9870235
1006,Europe and Northern America,Greece,2011,25-64,total,0.9879608
1007,Europe and Northern America,Greece,2011,65+,female,0.8922533
1008,Europe and Northern America,Greece,2011,65+,male,0.9664642
1009,Europe and Northern America,Greece,2011,65+,total,0.9250345
1010,Europe and Northern America,Hungary,2014,15+,female,0.991
1011,Europe and Northern America,Hungary,2014,15+,male,0.9916
1012,Europe and Northern America,Hungary,2014,15+,total,0.991
1013,Europe and Northern America,Hungary,2014,15-24,female,0.99
1014,Europe and Northern America,Hungary,2014,15-24,male,0.9869
1015,Europe and Northern America,Hungary,2014,15-24,total,0.988
1016,Europe and Northern America,Hungary,2014,25-64,female,0.992
1017,Europe and Northern America,Hungary,2014,25-64,male,0.992
1018,Europe and Northern America,Hungary,2014,25-64,total,0.992
1019,Europe and Northern America,Hungary,2014,65+,female,0.989
1020,Europe and Northern America,Hungary,2014,65+,male,0.9942
1021,Europe and Northern America,Hungary,2014,65+,total,0.991
1022,Europe and Northern America,Italy,2011,15+,female,0.9857957
1023,Europe and Northern America,Italy,2011,15+,male,0.9914101
1024,Europe and Northern America,Italy,2011,15+,total,0.9884828
1025,Europe and Northern America,Italy,2011,15-24,female,0.998687
1026,Europe and Northern America,Italy,2011,15-24,male,0.9985103
1027,Europe and Northern America,Italy,2011,15-24,total,0.9985964
1028,Europe and Northern America,Italy,2011,25-64,female,0.994608
1029,Europe and Northern America,Italy,2011,25-64,male,0.9947052
1030,Europe and Northern America,Italy,2011,25-64,total,0.9946559
1031,Europe and Northern America,Italy,2011,65+,female,0.960024
1032,Europe and Northern America,Italy,2011,65+,male,0.9771678
1033,Europe and Northern America,Italy,2011,65+,total,0.9672978
1034,Europe and Northern America,Italy,2018,15+,female,0.9897192
1035,Europe and Northern America,Italy,2018,15+,male,0.9935345
1036,Europe and Northern America,Italy,2018,15+,total,0.9915576
1037,Europe and Northern America,Italy,2018,15-24,female,0.9995
1038,Europe and Northern America,Italy,2018,15-24,male,0.9992
1039,Europe and Northern America,Italy,2018,15-24,total,0.9993
1040,Europe and Northern America,Italy,2018,25-64,female,0.9958079
1041,Europe and Northern America,Italy,2018,25-64,male,0.9956451
1042,Europe and Northern America,Italy,2018,25-64,total,0.9957273
1043,Europe and Northern America,Italy,2018,65+,female,0.9732699
1044,Europe and Northern America,Italy,2018,65+,male,0.9849119
1045,Europe and Northern America,Italy,2018,65+,total,0.9783190999999998
1046,Europe and Northern America,Latvia,2011,15+,female,0.9990792
1047,Europe and Northern America,Latvia,2011,15+,male,0.998811
1048,Europe and Northern America,Latvia,2011,15+,total,0.998959
1049,Europe and Northern America,Latvia,2011,15-24,female,0.9987011
1050,Europe and Northern America,Latvia,2011,15-24,male,0.9980219
1051,Europe and Northern America,Latvia,2011,15-24,total,0.9983543
1052,Europe and Northern America,Latvia,2011,25-64,female,0.9991316
1053,Europe and Northern America,Latvia,2011,25-64,male,0.998893
1054,Europe and Northern America,Latvia,2011,25-64,total,0.9990183
1055,Europe and Northern America,Latvia,2011,65+,female,0.9991572
1056,Europe and Northern America,Latvia,2011,65+,male,0.9993576
1057,Europe and Northern America,Latvia,2011,65+,total,0.999222
1058,Europe and Northern America,Lithuania,2011,15+,female,0.9983324
1059,Europe and Northern America,Lithuania,2011,15+,male,0.9979419
1060,Europe and Northern America,Lithuania,2011,15+,total,0.998156
1061,Europe and Northern America,Lithuania,2011,15-24,female,0.9986662
1062,Europe and Northern America,Lithuania,2011,15-24,male,0.9984547
1063,Europe and Northern America,Lithuania,2011,15-24,total,0.998558
1064,Europe and Northern America,Lithuania,2011,25-64,female,0.9983535
1065,Europe and Northern America,Lithuania,2011,25-64,male,0.9977168
1066,Europe and Northern America,Lithuania,2011,25-64,total,0.9980517
1067,Europe and Northern America,Lithuania,2011,65+,female,0.998088
1068,Europe and Northern America,Lithuania,2011,65+,male,0.99826
1069,Europe and Northern America,Lithuania,2011,65+,total,0.9981463
1070,Europe and Northern America,Malta,2011,15+,female,0.9479004
1071,Europe and Northern America,Malta,2011,15+,male,0.9179265
1072,Europe and Northern America,Malta,2011,15+,total,0.9330736
1073,Europe and Northern America,Malta,2011,15-24,female,0.9938657
1074,Europe and Northern America,Malta,2011,15-24,male,0.9840398
1075,Europe and Northern America,Malta,2011,15-24,total,0.9888194
1076,Europe and Northern America,Malta,2011,25-64,female,0.967498
1077,Europe and Northern America,Malta,2011,25-64,male,0.9170316
1078,Europe and Northern America,Malta,2011,25-64,total,0.9419011999999998
1079,Europe and Northern America,Malta,2011,65+,female,0.8572395
1080,Europe and Northern America,Malta,2011,65+,male,0.8580114
1081,Europe and Northern America,Malta,2011,65+,total,0.8575764999999999
1082,Europe and Northern America,Malta,2018,15+,female,0.9598872
1083,Europe and Northern America,Malta,2018,15+,male,0.9300997
1084,Europe and Northern America,Malta,2018,15+,total,0.9450319
1085,Europe and Northern America,Malta,2018,15-24,female,0.9956088
1086,Europe and Northern America,Malta,2018,15-24,male,0.9905695
1087,Europe and Northern America,Malta,2018,15-24,total,0.9930071
1088,Europe and Northern America,Malta,2018,25-64,female,0.9791634
1089,Europe and Northern America,Malta,2018,25-64,male,0.9394459999999998
1090,Europe and Northern America,Malta,2018,25-64,total,0.9588294
1091,Europe and Northern America,Malta,2018,65+,female,0.8967258999999999
1092,Europe and Northern America,Malta,2018,65+,male,0.8644756
1093,Europe and Northern America,Malta,2018,65+,total,0.8820953
1094,Europe and Northern America,Montenegro,2011,15+,female,0.9750051
1095,Europe and Northern America,Montenegro,2011,15+,male,0.9943121
1096,Europe and Northern America,Montenegro,2011,15+,total,0.9844221
1097,Europe and Northern America,Montenegro,2011,15-24,female,0.9905261
1098,Europe and Northern America,Montenegro,2011,15-24,male,0.9936079
1099,Europe and Northern America,Montenegro,2011,15-24,total,0.9921182
1100,Europe and Northern America,Montenegro,2011,25-64,female,0.9905131
1101,Europe and Northern America,Montenegro,2011,25-64,male,0.9957784
1102,Europe and Northern America,Montenegro,2011,25-64,total,0.9931209
1103,Europe and Northern America,Montenegro,2011,65+,female,0.9033544
1104,Europe and Northern America,Montenegro,2011,65+,male,0.9880291
1105,Europe and Northern America,Montenegro,2011,65+,total,0.9392843
1106,Europe and Northern America,Montenegro,2018,15+,female,0.9827135
1107,Europe and Northern America,Montenegro,2018,15+,male,0.9945047
1108,Europe and Northern America,Montenegro,2018,15+,total,0.9884718
1109,Europe and Northern America,Montenegro,2018,15-24,female,0.9897
1110,Europe and Northern America,Montenegro,2018,15-24,male,0.9923
1111,Europe and Northern America,Montenegro,2018,15-24,total,0.9911
1112,Europe and Northern America,Montenegro,2018,25-64,female,0.9913941
1113,Europe and Northern America,Montenegro,2018,25-64,male,0.9954232
1114,Europe and Northern America,Montenegro,2018,25-64,total,0.9934007
1115,Europe and Northern America,Montenegro,2018,65+,female,0.9504332
1116,Europe and Northern America,Montenegro,2018,65+,male,0.9930483
1117,Europe and Northern America,Montenegro,2018,65+,total,0.9685303
1118,Europe and Northern America,Portugal,2011,15+,female,0.9286077
1119,Europe and Northern America,Portugal,2011,15+,male,0.9628558
1120,Europe and Northern America,Portugal,2011,15+,total,0.9447705
1121,Europe and Northern America,Portugal,2011,15-24,female,0.9947964
1122,Europe and Northern America,Portugal,2011,15-24,male,0.993918
1123,Europe and Northern America,Portugal,2011,15-24,total,0.9943512
1124,Europe and Northern America,Portugal,2011,25-64,female,0.9835381
1125,Europe and Northern America,Portugal,2011,25-64,male,0.9829693
1126,Europe and Northern America,Portugal,2011,25-64,total,0.9832632
1127,Europe and Northern America,Portugal,2011,65+,female,0.7547732999999999
1128,Europe and Northern America,Portugal,2011,65+,male,0.8741030999999999
1129,Europe and Northern America,Portugal,2011,65+,total,0.8047789
1130,Europe and Northern America,Portugal,2018,15+,female,0.9507252
1131,Europe and Northern America,Portugal,2018,15+,male,0.9735362
1132,Europe and Northern America,Portugal,2018,15+,total,0.9613759
1133,Europe and Northern America,Portugal,2018,15-24,female,0.9970156
1134,Europe and Northern America,Portugal,2018,15-24,male,0.9962657
1135,Europe and Northern America,Portugal,2018,15-24,total,0.9966392
1136,Europe and Northern America,Portugal,2018,25-64,female,0.9873418
1137,Europe and Northern America,Portugal,2018,25-64,male,0.9853006
1138,Europe and Northern America,Portugal,2018,25-64,total,0.9863643
1139,Europe and Northern America,Portugal,2018,65+,female,0.8507493999999999
1140,Europe and Northern America,Portugal,2018,65+,male,0.927467
1141,Europe and Northern America,Portugal,2018,65+,total,0.8829531
1142,Europe and Northern America,Republic of Moldova,2012,15+,female,0.9892425
1143,Europe and Northern America,Republic of Moldova,2012,15+,male,0.9937358999999998
1144,Europe and Northern America,Republic of Moldova,2012,15+,total,0.9913831
1145,Europe and Northern America,Republic of Moldova,2012,15-24,female,0.9958578
1146,Europe and Northern America,Republic of Moldova,2012,15-24,male,0.9933775
1147,Europe and Northern America,Republic of Moldova,2012,15-24,total,0.9945616
1148,Europe and Northern America,Republic of Moldova,2012,25-64,female,0.9969547
1149,Europe and Northern America,Republic of Moldova,2012,25-64,male,0.9953666
1150,Europe and Northern America,Republic of Moldova,2012,25-64,total,0.9961919
1151,Europe and Northern America,Republic of Moldova,2012,65+,female,0.9439421
1152,Europe and Northern America,Republic of Moldova,2012,65+,male,0.9826415
1153,Europe and Northern America,Republic of Moldova,2012,65+,total,0.9584394
1154,Europe and Northern America,Republic of Moldova,2014,15+,female,0.9914042
1155,Europe and Northern America,Republic of Moldova,2014,15+,male,0.9960201
1156,Europe and Northern America,Republic of Moldova,2014,15+,total,0.9935989
1157,Europe and Northern America,Republic of Moldova,2014,15-24,female,0.9981553
1158,Europe and Northern America,Republic of Moldova,2014,15-24,male,0.998067
1159,Europe and Northern America,Republic of Moldova,2014,15-24,total,0.9981101
1160,Europe and Northern America,Republic of Moldova,2014,25-64,female,0.9967172
1161,Europe and Northern America,Republic of Moldova,2014,25-64,male,0.9965852
1162,Europe and Northern America,Republic of Moldova,2014,25-64,total,0.9966531
1163,Europe and Northern America,Republic of Moldova,2014,65+,female,0.9614196
1164,Europe and Northern America,Republic of Moldova,2014,65+,male,0.9883457
1165,Europe and Northern America,Republic of Moldova,2014,65+,total,0.9714565
1166,Europe and Northern America,Romania,2011,15+,female,0.9820521
1167,Europe and Northern America,Romania,2011,15+,male,0.9903429
1168,Europe and Northern America,Romania,2011,15+,total,0.9860429
1169,Europe and Northern America,Romania,2011,15-24,female,0.9897622
1170,Europe and Northern America,Romania,2011,15-24,male,0.9901409
1171,Europe and Northern America,Romania,2011,15-24,total,0.9899569
1172,Europe and Northern America,Romania,2011,25-64,female,0.9893481
1173,Europe and Northern America,Romania,2011,25-64,male,0.9915317
1174,Europe and Northern America,Romania,2011,25-64,total,0.9904333
1175,Europe and Northern America,Romania,2011,65+,female,0.9560782
1176,Europe and Northern America,Romania,2011,65+,male,0.9854723
1177,Europe and Northern America,Romania,2011,65+,total,0.967907
1178,Europe and Northern America,Romania,2018,15+,female,0.9859977
1179,Europe and Northern America,Romania,2018,15+,male,0.9910801
1180,Europe and Northern America,Romania,2018,15+,total,0.988445
1181,Europe and Northern America,Romania,2018,15-24,female,0.9943968
1182,Europe and Northern America,Romania,2018,15-24,male,0.9941938
1183,Europe and Northern America,Romania,2018,15-24,total,0.9942919
1184,Europe and Northern America,Romania,2018,25-64,female,0.9889146
1185,Europe and Northern America,Romania,2018,25-64,male,0.9906235
1186,Europe and Northern America,Romania,2018,25-64,total,0.9897717
1187,Europe and Northern America,Romania,2018,65+,female,0.9747667
1188,Europe and Northern America,Romania,2018,65+,male,0.9905181
1189,Europe and Northern America,Romania,2018,65+,total,0.9810771
1190,Europe and Northern America,Russian Federation,2010,15+,female,0.9964778
1191,Europe and Northern America,Russian Federation,2010,15+,male,0.9972831
1192,Europe and Northern America,Russian Federation,2010,15+,total,0.9968427
1193,Europe and Northern America,Russian Federation,2010,15-24,female,0.9975802
1194,Europe and Northern America,Russian Federation,2010,15-24,male,0.9966278
1195,Europe and Northern America,Russian Federation,2010,15-24,total,0.997096
1196,Europe and Northern America,Russian Federation,2010,25-64,female,0.9981901
1197,Europe and Northern America,Russian Federation,2010,25-64,male,0.9977017
1198,Europe and Northern America,Russian Federation,2010,25-64,total,0.9979603
1199,Europe and Northern America,Russian Federation,2010,65+,female,0.9896724
1200,Europe and Northern America,Russian Federation,2010,65+,male,0.9956568
1201,Europe and Northern America,Russian Federation,2010,65+,total,0.9915444
1202,Europe and Northern America,Russian Federation,2018,15+,female,0.9973411
1203,Europe and Northern America,Russian Federation,2018,15+,male,0.9972516
1204,Europe and Northern America,Russian Federation,2018,15+,total,0.9973006
1205,Europe and Northern America,Russian Federation,2018,15-24,female,0.9974909
1206,Europe and Northern America,Russian Federation,2018,15-24,male,0.9964997
1207,Europe and Northern America,Russian Federation,2018,15-24,total,0.9969845
1208,Europe and Northern America,Russian Federation,2018,25-64,female,0.9979982
1209,Europe and Northern America,Russian Federation,2018,25-64,male,0.9973278
1210,Europe and Northern America,Russian Federation,2018,25-64,total,0.9976802
1211,Europe and Northern America,Russian Federation,2018,65+,female,0.9952417
1212,Europe and Northern America,Russian Federation,2018,65+,male,0.9975763
1213,Europe and Northern America,Russian Federation,2018,65+,total,0.9960087
1214,Europe and Northern America,San Marino,2018,15+,female,0.9990191
1215,Europe and Northern America,San Marino,2018,15+,male,0.9993208
1216,Europe and Northern America,San Marino,2018,15+,total,0.9991643
1217,Europe and Northern America,San Marino,2018,15-24,female,1.0
1218,Europe and Northern America,San Marino,2018,15-24,male,1.0
1219,Europe and Northern America,San Marino,2018,15-24,total,1.0
1220,Europe and Northern America,San Marino,2018,25-64,female,0.9997849
1221,Europe and Northern America,San Marino,2018,25-64,male,0.9997698
1222,Europe and Northern America,San Marino,2018,25-64,total,0.9997776
1223,Europe and Northern America,San Marino,2018,65+,female,0.9965157
1224,Europe and Northern America,San Marino,2018,65+,male,0.9975635
1225,Europe and Northern America,San Marino,2018,65+,total,0.9969922
1226,Europe and Northern America,Serbia,2011,15+,female,0.9674911
1227,Europe and Northern America,Serbia,2011,15+,male,0.9926464
1228,Europe and Northern America,Serbia,2011,15+,total,0.9796241
1229,Europe and Northern America,Serbia,2011,15-24,female,0.9926991
1230,Europe and Northern America,Serbia,2011,15-24,male,0.9934544
1231,Europe and Northern America,Serbia,2011,15-24,total,0.9930869
1232,Europe and Northern America,Serbia,2011,25-64,female,0.9907843
1233,Europe and Northern America,Serbia,2011,25-64,male,0.9945911
1234,Europe and Northern America,Serbia,2011,25-64,total,0.992667
1235,Europe and Northern America,Serbia,2011,65+,female,0.8869711999999998
1236,Europe and Northern America,Serbia,2011,65+,male,0.9845579
1237,Europe and Northern America,Serbia,2011,65+,total,0.9281086
1238,Europe and Northern America,Serbia,2016,15+,female,0.9822828
1239,Europe and Northern America,Serbia,2016,15+,male,0.994997
1240,Europe and Northern America,Serbia,2016,15+,total,0.9884151
1241,Europe and Northern America,Serbia,2016,15-24,female,0.9972468
1242,Europe and Northern America,Serbia,2016,15-24,male,0.9971523
1243,Europe and Northern America,Serbia,2016,15-24,total,0.9971982
1244,Europe and Northern America,Serbia,2016,25-64,female,0.9939394
1245,Europe and Northern America,Serbia,2016,25-64,male,0.9951265
1246,Europe and Northern America,Serbia,2016,25-64,total,0.9945279
1247,Europe and Northern America,Serbia,2016,65+,female,0.9452396
1248,Europe and Northern America,Serbia,2016,65+,male,0.9930828
1249,Europe and Northern America,Serbia,2016,65+,total,0.9655761
1250,Europe and Northern America,Serbia,2018,15+,female,0.9754816
1251,Europe and Northern America,Serbia,2018,15+,male,0.9907626999999998
1252,Europe and Northern America,Serbia,2018,15+,total,0.982892
1253,Europe and Northern America,Serbia,2018,15-24,female,0.9818
1254,Europe and Northern America,Serbia,2018,15-24,male,0.9841
1255,Europe and Northern America,Serbia,2018,15-24,total,0.983
1256,Europe and Northern America,Serbia,2018,25-64,female,0.9912817
1257,Europe and Northern America,Serbia,2018,25-64,male,0.9926076
1258,Europe and Northern America,Serbia,2018,25-64,total,0.9919398
1259,Europe and Northern America,Serbia,2018,65+,female,0.9308944
1260,Europe and Northern America,Serbia,2018,65+,male,0.9897737
1261,Europe and Northern America,Serbia,2018,65+,total,0.9562553
1262,Europe and Northern America,Slovenia,2014,15+,female,0.996
1263,Europe and Northern America,Slovenia,2014,15+,male,0.9969
1264,Europe and Northern America,Slovenia,2014,15+,total,0.997
1265,Europe and Northern America,Slovenia,2014,15-24,female,0.999
1266,Europe and Northern America,Slovenia,2014,15-24,male,0.9979
1267,Europe and Northern America,Slovenia,2014,15-24,total,0.998
1268,Europe and Northern America,Slovenia,2014,25-64,female,0.997
1269,Europe and Northern America,Slovenia,2014,25-64,male,0.9973
1270,Europe and Northern America,Slovenia,2014,25-64,total,0.997
1271,Europe and Northern America,Slovenia,2014,65+,female,0.992
1272,Europe and Northern America,Slovenia,2014,65+,male,0.994
1273,Europe and Northern America,Slovenia,2014,65+,total,0.993
1274,Europe and Northern America,Spain,2010,15+,female,0.970045
1275,Europe and Northern America,Spain,2010,15+,male,0.9852571
1276,Europe and Northern America,Spain,2010,15+,total,0.977489
1277,Europe and Northern America,Spain,2010,15-24,female,0.9968636
1278,Europe and Northern America,Spain,2010,15-24,male,0.9950677
1279,Europe and Northern America,Spain,2010,15-24,total,0.9959463
1280,Europe and Northern America,Spain,2010,25-64,female,0.9881446
1281,Europe and Northern America,Spain,2010,25-64,male,0.9907357
1282,Europe and Northern America,Spain,2010,25-64,total,0.9894489
1283,Europe and Northern America,Spain,2010,65+,female,0.90253
1284,Europe and Northern America,Spain,2010,65+,male,0.9563321
1285,Europe and Northern America,Spain,2010,65+,total,0.9255905
1286,Europe and Northern America,Spain,2011,15+,female,0.9706557
1287,Europe and Northern America,Spain,2011,15+,male,0.9853619
1288,Europe and Northern America,Spain,2011,15+,total,0.9778375
1289,Europe and Northern America,Spain,2011,15-24,female,0.9974597
1290,Europe and Northern America,Spain,2011,15-24,male,0.9965465
1291,Europe and Northern America,Spain,2011,15-24,total,0.996994
1292,Europe and Northern America,Spain,2011,25-64,female,0.9878686
1293,Europe and Northern America,Spain,2011,25-64,male,0.9908539
1294,Europe and Northern America,Spain,2011,25-64,total,0.989368
1295,Europe and Northern America,Spain,2011,65+,female,0.90712
1296,Europe and Northern America,Spain,2011,65+,male,0.9562838
1297,Europe and Northern America,Spain,2011,65+,total,0.928224
1298,Europe and Northern America,Spain,2012,15+,female,0.9721804
1299,Europe and Northern America,Spain,2012,15+,male,0.9860653
1300,Europe and Northern America,Spain,2012,15+,total,0.9789454
1301,Europe and Northern America,Spain,2012,15-24,female,0.9970572
1302,Europe and Northern America,Spain,2012,15-24,male,0.9964105
1303,Europe and Northern America,Spain,2012,15-24,total,0.9967278
1304,Europe and Northern America,Spain,2012,25-64,female,0.9891545
1305,Europe and Northern America,Spain,2012,25-64,male,0.9909332
1306,Europe and Northern America,Spain,2012,25-64,total,0.9900456
1307,Europe and Northern America,Spain,2012,65+,female,0.9117173
1308,Europe and Northern America,Spain,2012,65+,male,0.9608469
1309,Europe and Northern America,Spain,2012,65+,total,0.9328406
1310,Europe and Northern America,Spain,2013,15+,female,0.9744054
1311,Europe and Northern America,Spain,2013,15+,male,0.9874875
1312,Europe and Northern America,Spain,2013,15+,total,0.9807913
1313,Europe and Northern America,Spain,2013,15-24,female,0.9964289
1314,Europe and Northern America,Spain,2013,15-24,male,0.9969463
1315,Europe and Northern America,Spain,2013,15-24,total,0.9966926
1316,Europe and Northern America,Spain,2013,25-64,female,0.9903918
1317,Europe and Northern America,Spain,2013,25-64,male,0.9921224
1318,Europe and Northern America,Spain,2013,25-64,total,0.9912594
1319,Europe and Northern America,Spain,2013,65+,female,0.9182898
1320,Europe and Northern America,Spain,2013,65+,male,0.9641546
1321,Europe and Northern America,Spain,2013,65+,total,0.9381801
1322,Europe and Northern America,Spain,2014,15+,female,0.9748735
1323,Europe and Northern America,Spain,2014,15+,male,0.9873127
1324,Europe and Northern America,Spain,2014,15+,total,0.9809372
1325,Europe and Northern America,Spain,2014,15-24,female,0.9968681
1326,Europe and Northern America,Spain,2014,15-24,male,0.9975731
